;['transaxle|gear|drive|wheel|involute'];['stack|button|ring|plurality|retainer'];['ratio|speed|cvt|variator|control'];['zone|casing|extend|cavity|locate'];['valve|dogclutch|pilot|gear|mem'];['rate|gear|predetermine|change|position'];['passage|apply|fluid|communication|bore'];['axis|transfer|rotate|carrier|rotation'];['layshaft|default|gearwheel|gear|assembly'];['clutch|dct|gear|transmission|speed'];['bearing|rotor|hub|connection|support'];['time|threshold|engine|acceleration|direction'];['stator|angle|cavity|piece|annular'];['pressure|hydraulic|command|control|monitor'];['node|device|engine|connect|powertrain'];['gear|inputshaft|outputshaft|motorgenerator|rotatable'];['control|fluid|valve|solenoid|hydraulic'];['position|motor|angular|module|central'];['position|pawl|chamber|engage|park'];['oil|pressurize|body|plunger|shifter'];['detent|shift|position|assembly|output'];['path|ball|actuation|time|piston'];['position|shift|synchronizer|lever|portion'];['drive|unit|chain|sprocket|dispose'];['cam|gear|follower|wear|roller'];['differential|expect|half|low|speed'];['operate|output|powertrain|control|comprise'];['vehicle|clutch|speed|transmission|binary'];['transmit|torque|configure|planetary|operatively'];['transmission|vehicle|controller|internal|combustion'];['gearset|connect|variable|transmission|electrically'];['plurality|spline|planetarycarrier|include|shaft'];['torque|engine|clutch|control|output'];['axle|house|rear|front|motor'];['gear|plane|dispose|engage|shaft'];['area|planetarygearset|clutch|wall|dispose'];['ring|drum|piston|assembly|band'];['torque|input|output|directly|phase'];['case|transmission|aperture|communication|tube'];['inner|outer|gear|occupant|carrier'];['speed|engine|module|control|method'];['planetarygearset|connect|device|torquetransmit|selectively'];['range|transmission|operate|device|clutch'];['planetarygearset|interconnect|transmit|torque|engageable'];['pump|hydraulic|speed|base|hydraulicpressure'];['signal|sensor|position|system|park'];['shift|mode|gear|transmission|include'];['portion|house|include|dispose|assembly'];['spring|lock|damp|position|engine'];['gear|transmission|gearset|countershaft|assembly'];['clutch|plate|rotate|piston|dispose'];['torqueconverter|clutch|turbine|connect|source'];['fault|flow|comprise|management|method'];['mechanism|torquetransmit|planetarygearset|selectively|rotation'];['coordinate|clamp|mode|term|lock'];['clutch|transmission|seal|drive|ring'];['electricmachine|temperature|engine|flow|cool'];['position|transmission|target|control|switch'];['axial|radial|bore|linkage|link'];['piniongear|sungear|mesh|ringgear|carrier'];['motorgenerator|mode|connect|operate|mechanism'];['tensioner|drive|belt|engine|accessory'];['sense|motorvehicle|connector|lower|upper'];['valve|pressure|fluid|transmission|control'];['pulley|cvt|sheave|tooth|include'];['fluid|temperature|transmission|accumulator|pump'];['piston|bore|race|engagement|assembly'];['actuator|fork|fluid|force|position'];['assembly|planetarygear|automatictransmission|planetgear|sungear'];['gear|coplanar|intermediate|intermesh|transfer'];['pinion|outer|surface|inner|portion'];['shaft|sleeve|transmission|comprise|concentric'];['valve|hydraulic|fluid|port|communication'];['fluid|cavity|configure|spool|temperature'];['mechanism|guide|surface|shape|variable'];['gearratio|transmission|arrangement|final|powertrain'];['clutch|slip|apply|pressure|frictionclutch'];['latch|mount|direction|pin|engage'];['respective|planetarygearset|couple|selectively|include'];['mechanical|connect|pedal|assembly|operatively'];['valve|port|outlet|control|fluid'];['torque|control|transmission|shift|friction'];['gearset|gear|interconnect|selectively|connect']
0;0,0;0,8623616592516155;0,8543072262478993;0,9084965280104498;0,8783020502581194;0,8969285119085199;0,8958785144153405;0,8373332128916282;0,8752422800473798;0,8810056769210786;0,866546713344791;0,9053703657146625;0,8965571192236571;0,9332740417267054;0,9043177724037464;0,7410879167380999;0,9143743743818855;0,8356640650770707;0,8381639924784348;0,8811798621325717;0,8519535073090624;0,8844716436376043;0,823219589400494;0,7767392046541807;0,8621545323417091;0,850558885158892;0,8644592255774178;0,8630642526568058;0,8897405452312788;0,8707001466976536;0,9079486761931237;0,8366989085971267;0,9029391985995183;0,8736290989869098;0,7895740603041621;0,9048234324009413;0,8620871425421278;0,8967858914958561;0,916642845401726;0,8012778406504133;0,9073705907630515;0,9088437953482205;0,8760845715595422;0,9236502367923201;0,9055681629591064;0,9061355108161321;0,9000134783210415;0,8100588682766202;0,8634291017695385;0,8568541018218165;0,8315325841850061;0,8849769684215714;0,900990064485897;0,921657742831888;0,9063344231236391;0,8652139089329891;0,9168594130678894;0,8914815181867987;0,8774866537121253;0,8667790586456842;0,9050417873570833;0,8361617790793852;0,9247104723359624;0,9274425993815446;0,8843921412306368;0,9180144215871511;0,8001579046105788;0,8966758555358346;0,9046046428601907;0,8495590382391235;0,8547071558749919;0,842078547295479;0,9394791827394104;0,8773874766753844;0,9208568302947739;0,8980514550105622;0,899453790847749;0,8782550658604659;0,887134414724803;0,878468406310997;0,9278046075369528;0,8778779196417007;0,8708943872347343
1;0,8623616592516155;0,0;0,8927981843879429;0,9108465982911115;0,8772694589326308;0,8970418427234046;0,8869778274662509;0,9159564928374769;0,8921042234396221;0,8883566014898705;0,8914578804162645;0,907145941839773;0,8656017973612696;0,8965743176987448;0,9218069741087085;0,8486088992582894;0,879995136757402;0,8820677179500256;0,8711494019049028;0,8660320488958075;0,8029761115531622;0,8970140102538087;0,8313085585398418;0,8797731711749457;0,8849326451382188;0,9060953072060949;0,8743769811671758;0,8644210436038883;0,8854452259383127;0,8660491645822439;0,9276166639547156;0,8308457738892522;0,8935992932023943;0,9034399989355445;0,8695011424650436;0,9262347932679322;0,8256759542205656;0,9084580536271709;0,8735442957348122;0,8319533520303243;0,906043559761693;0,9159960236434199;0,8611938210249489;0,9272023562525348;0,9080935550434056;0,8724003908923897;0,9222282347085126;0,8529582792467272;0,8351143493040536;0,8927638878535537;0,8217712750775517;0,8884451516458022;0,8989421758899125;0,9236648228153734;0,9146618675196022;0,8523758370541018;0,8707903120083267;0,8655403361303983;0,882579827679351;0,9241509258324201;0,9213663314754704;0,8912969437321395;0,9119102177280426;0,8984845876306122;0,918246158684332;0,8884263111741519;0,8122241166415936;0,8795086238505604;0,8886332516717216;0,9271178465848153;0,8906778699084339;0,8715756898051342;0,9177626426258882;0,8298920714135929;0,9298794089992933;0,9034307872447468;0,8992929930197175;0,8796903524974059;0,8576939469395105;0,8883800036266639;0,8988432349637485;0,8744160931676215;0,9139611421363428
2;0,8543072262478993;0,8927981843879429;0,0;0,9444706492100987;0,840928886157704;0,780582736777236;0,9024860032060161;0,9217107261085432;0,9057197331842293;0,7641461814661816;0,9305290336297194;0,8073849256311834;0,921938774977147;0,8031751177456439;0,9009501192655196;0,8579417942198406;0,8358750887216227;0,8103021012958623;0,9326055189459979;0,9201362150183605;0,8774840768974043;0,9144005450788364;0,9040052779768665;0,9053984962767853;0,9257412357831308;0,8272965093429709;0,7493965492588699;0,725923279555156;0,8774695463838634;0,7318444916291322;0,866386550144643;0,9414443336414332;0,712606581632002;0,9462598426414507;0,9004894361295316;0,9327884172905994;0,9296619220689483;0,7951241270141325;0,9038915694764805;0,9029780820255666;0,7052465356306433;0,8695824757842455;0,807514829316592;0,8941725845688681;0,8168818062230571;0,815523056066527;0,8188865204508382;0,9634224592266236;0,9133354933166307;0,8990943391967842;0,9159501499214031;0,9210368789707546;0,7918761164692565;0,890767634783723;0,8178746022601318;0,8749190059716208;0,8246773937651138;0,7848582702073822;0,9377663357762165;0,9424297710604644;0,8843618155176435;0,9016532936918419;0,9410059782927721;0,8574310114239866;0,8682871727684103;0,8379335695069878;0,9186598905771547;0,8205762097443191;0,9190780491130519;0,9089894988943487;0,9758798545425984;0,9216094248799492;0,9299438110359245;0,9135567982726932;0,9614532677095069;0,8545850138021174;0,8168749631184892;0,9530275510329358;0,8670276411798075;0,8800553030193762;0,8929151344579009;0,8080246743247133;0,8846271125076807
3;0,9084965280104498;0,9108465982911115;0,9444706492100987;0,0;0,8841827163603062;0,9283376294012624;0,9292161158141163;0,9329167142952022;0,9362835309226158;0,9161151885863625;0,9037221787781797;0,9363190172154325;0,8661412281178439;0,9402107587744652;0,9305216763230165;0,9117034627018743;0,9259893870302887;0,8997817572347893;0,8779660601102283;0,8520029741972581;0,9150305451337569;0,9189565344609504;0,900348356437209;0,9069097408704452;0,9188815195049262;0,9311960793757842;0,9288312610867769;0,9053954439276076;0,9504713447681824;0,8977321967140675;0,9307834324139159;0,9035635308001356;0,9198312796795916;0,9330409546926943;0,9110075975354147;0,8775215831207398;0,8907784228832921;0,9496489650440153;0,8783043386273002;0,8705056102863374;0,8929441497727008;0,9419259955044932;0,9017013575374816;0,9662678945482484;0,9115069968199689;0,8924901718806201;0,952559810818572;0,8547477557972302;0,8912964856834709;0,9146879613239874;0,905555713030333;0,8964555329060446;0,9270788238900998;0,9014904844985013;0,940869204870709;0,9096831103556315;0,8877734346687376;0,9067682054824847;0,897674194798945;0,9254786983218246;0,926377998809886;0,9118568027549522;0,9143041356721303;0,8980448807214837;0,941173797284408;0,8744060729044455;0,8593774603443048;0,9499627757113396;0,9407149855114706;0,9653366575904796;0,8789369870539657;0,9084382799948523;0,937136607160548;0,830605683359487;0,9450451813081793;0,886606056552599;0,9419755717159176;0,9577466247463023;0,8943137957254133;0,9341470118017422;0,902841182676834;0,932710339707941;0,9416792758749346
4;0,8783020502581194;0,8772694589326308;0,840928886157704;0,8841827163603062;0,0;0,8398038279869396;0,8958548173865007;0,9232669396303411;0,831623219798791;0,8420836565463149;0,8924163456691034;0,8703381652247346;0,8731643954717073;0,8652266852754136;0,9179229762291571;0,8485548304187893;0,7957732985242401;0,8513465115764828;0,8589842020357992;0,8299971507566256;0,8532510811130551;0,8836844359452325;0,8259985782875712;0,8905746961163723;0,8773581616479929;0,8713483718224482;0,8461097683734421;0,8143603162684264;0,8966837357081162;0,8392539050648703;0,9035488635783017;0,9163824991115528;0,861220039773155;0,9163111805176368;0,8523609521991939;0,9271623209693645;0,881138234748886;0,899825663191008;0,8446084581899461;0,8785722154009825;0,8544641406371645;0,8894442554062814;0,8387537201236529;0,9325630889469619;0,8768572566503028;0,8233996677014467;0,8745952174241967;0,873848420473034;0,8690413505735123;0,8629347412490953;0,8874528498260409;0,8770551465167538;0,8510664492781322;0,9073743286721908;0,8779334377215473;0,8643792631086445;0,8179109639603002;0,844547179691567;0,878102975074748;0,9374310892662329;0,9008118658515487;0,9116188597555677;0,9020606755139673;0,7829293618625994;0,9302429332939341;0,8157295884298221;0,8512947562455649;0,8391178743999965;0,9008953921354116;0,8972958659997196;0,919748585286236;0,886286892002117;0,8525517091993977;0,8027028425073084;0,9362011156944662;0,8690600692534931;0,8643001652840574;0,9210900343402924;0,9080691046841002;0,8644806953850304;0,7964275796256229;0,8648612872750007;0,873200792507946
5;0,8969285119085199;0,8970418427234046;0,780582736777236;0,9283376294012624;0,8398038279869396;0,0;0,9422418450133562;0,9621648721620969;0,8569891860970674;0,8063767225612504;0,9472371870930161;0,8405187391286356;0,9172228933330793;0,8162790086912493;0,919300226292434;0,8630989652525533;0,8688994296261617;0,845118221128932;0,8915184003115516;0,9146437730892244;0,8408023147642671;0,9258517181102349;0,8408357428172645;0,9207219071158488;0,8817608008439667;0,8731623813621607;0,8218173998996499;0,7554455264576069;0,9168220089577136;0,8102978768354626;0,9205809601739353;0,9670392513447109;0,7930757417611676;0,9477774049993098;0,854898895478336;0,9447221580320905;0,9405657825947946;0,8902608699475927;0,9133996865571091;0,89397310907835;0,7131570648119665;0,929730392536154;0,8106559088913412;0,9510103529447974;0,8902722991392605;0,7473120825775116;0,7501507757152119;0,954132623219078;0,8963095787561324;0,8794528838278213;0,9297509968697654;0,9217733480735395;0,8303887067330915;0,9469021098158613;0,8292385174826996;0,8283547724079439;0,812717753579492;0,7903521308631446;0,9261750160341035;0,9537741543702586;0,9115492700140901;0,9343895697408261;0,954672195875932;0,8560020597344177;0,9623686831195497;0,8556374203549675;0,9349866877313406;0,8507130578042841;0,9571841785763108;0,9046552229011191;0,9797242365057418;0,9003791900795857;0,9206326750624767;0,9109160693352893;0,9509491279096073;0,8432845893092501;0,8297865624540125;0,9422941708022555;0,9099784702203497;0,9096710964958513;0,8814099177532065;0,8096945217071982;0,8910285220971325
6;0,8958785144153405;0,8869778274662509;0,9024860032060161;0,9292161158141163;0,8958548173865007;0,9422418450133562;0,0;0,8933372583316989;0,8904977840204484;0,8809571612598379;0,8872356524562285;0,9543884301379255;0,8503074824646815;0,912112277793419;0,9168366693585577;0,8799693346623567;0,7882837762479998;0,91046584424291;0,8256164656771161;0,857209614327837;0,8746361149514383;0,8723464286744457;0,8776380998636704;0,895682925053732;0,9402314006459461;0,9186551046620534;0,8975301883171585;0,8631793373825535;0,9249806632353414;0,8943165347415184;0,8859470887429185;0,8585140588651063;0,9139650592553613;0,8596932087059077;0,8355272244392763;0,8700865943244979;0,8606341393297247;0,9019637479289636;0,8265880570128699;0,8661441287397789;0,9126891147428199;0,817371054972012;0,8839312486472664;0,8010720122743439;0,8878038207129048;0,9043461093382847;0,9293234140300902;0,8213109550206559;0,9063765910824311;0,8429119522335956;0,8000425863810003;0,8358596845958948;0,9407803482313853;0,7921875309788468;0,9465448176749187;0,8859924600867174;0,9033016051125348;0,8825843822288941;0,7826061977083855;0,871375186032536;0,8837717841105885;0,93544384406111;0,902063286565617;0,8489366433078726;0,9430003180763885;0,8430930020117334;0,8005928085957383;0,8631969825930019;0,8591267373922937;0,8757454714626939;0,8120591562597039;0,846359783483756;0,8286309516124348;0,8410904993576682;0,8933394027250144;0,9084238989010064;0,8732330162857034;0,961758328841304;0,8695234268175794;0,9039628256972884;0,7943602189309237;0,9094563047144615;0,8566417206488456
7;0,8373332128916282;0,9159564928374769;0,9217107261085432;0,9329167142952022;0,9232669396303411;0,9621648721620969;0,8933372583316989;0,0;0,9217055471701473;0,8986355703368056;0,830680239445335;0,9224784203649387;0,8640559591242517;0,9486079291147209;0,8389870995139884;0,7300689850912904;0,9314808080939869;0,8876829778547293;0,87192433544146;0,902329400126102;0,9020137797394768;0,9338725455497144;0,8717954198086831;0,8105497944520762;0,9355891645032731;0,8514519676205732;0,8887155903364025;0,8909101611286425;0,8050279390073916;0,8844040013554234;0,8300151986964489;0,8636344321129961;0,9037901473519603;0,8808051448553306;0,8385502369808723;0,8238789471329275;0,8480849785216535;0,8594725039615937;0,9119900760590571;0,8657466892731281;0,9377088342263573;0,8370147326083943;0,9054882238080681;0,8423416147733456;0,9273563845221712;0,9424556958479634;0,9569974762665389;0,8369766494114605;0,8726121396508629;0,7991541808134731;0,8227523311898796;0,8296960668590847;0,9189992509477914;0,8285050789873353;0,948704162736604;0,8948912616461502;0,9335529225479101;0,9401320616572116;0,9088132834430747;0,7177667352562774;0,7950832473648866;0,892403606686855;0,9437226755188795;0,9461118460870511;0,9566013761467144;0,9321725075813461;0,8514984762616968;0,9421183179619772;0,8083993300814197;0,8258517322763561;0,920580209672637;0,8386859478212443;0,9657537588246999;0,9184831712174336;0,9630226101605943;0,9034952671080351;0,9009700223846545;0,9133821516259574;0,8529079840752493;0,8235479423987271;0,9511058151865379;0,9078015602136835;0,8818707036162713
8;0,8752422800473798;0,8921042234396221;0,9057197331842293;0,9362835309226158;0,831623219798791;0,8569891860970674;0,8904977840204484;0,9217055471701473;0,0;0,8379605535172023;0,935096346374912;0,9355116899320169;0,8964139492549469;0,8727829625360968;0,9080867076258378;0,8098935832015451;0,7708706196993003;0,8822994285401643;0,8835187776512656;0,8819286766181546;0,8472577369647408;0,9378756359321989;0,848819368546115;0,8385609104006082;0,8862940495764677;0,9154537919606504;0,8641702939921461;0,8495547132603425;0,9104386636065346;0,8864510410380897;0,904026294938851;0,8990175970565213;0,8989436780869958;0,9483589409703284;0,8374647710330555;0,9177510425015186;0,9107724670158843;0,9153259635693941;0,9234960664648694;0,8837752664866334;0,9019710248226515;0,8863019511879535;0,8570436389011367;0,9214606387455877;0,9118889003286601;0,8211093834517988;0,8613520694887674;0,9247317318896713;0,8800773914984519;0,8280384139992313;0,896040871280416;0,8915051201043148;0,9041793392703921;0,9028944005910046;0,8951083556118418;0,8537967702568036;0,883950398090529;0,8769347921121352;0,9205256602353091;0,9232952392086592;0,9003797132657643;0,8966042653761074;0,925849241985135;0,8428988003953164;0,9557926822722654;0,8995128999563667;0,8781561901770858;0,9132018317449981;0,8601612104784984;0,8867435853334481;0,9306429632113487;0,9031119353287579;0,8361606899021712;0,8936137722987896;0,9655192753925643;0,8997496465940577;0,8675392534431178;0,9364599764181898;0,9046537301881797;0,8993018629650621;0,7907976696901836;0,9025330832188118;0,8445768155399388
9;0,8810056769210786;0,8883566014898705;0,7641461814661816;0,9161151885863625;0,8420836565463149;0,8063767225612504;0,8809571612598379;0,8986355703368056;0,8379605535172023;0,0;0,9224307241708533;0,8438230651108538;0,8796298399564791;0,8525962793259682;0,8432183729615857;0,7651760453656662;0,8224188110098694;0,8466314617493264;0,8889563429928157;0,8953111559811179;0,8569577807196993;0,8937258719261246;0,8644859265264024;0,8712162349126737;0,8966126015106624;0,8631589266995078;0,775559419211062;0,6534664661554049;0,8826541564130954;0,7529357244497511;0,861835713886172;0,8946970710903942;0,6918089964734011;0,9374746388983345;0,819800852384029;0,8669845373963582;0,9237562437137483;0,795065235953844;0,8638776304951445;0,8709815758227498;0,7356787003147445;0,8639299769993941;0,7972113305829188;0,8875340595640762;0,8628474674733373;0,8350403771565246;0,7753264303734304;0,942958222592438;0,8796680043977604;0,7788000730453408;0,8416132144299664;0,8416010124886057;0,8280683372829056;0,8689183682152134;0,8473642948455488;0,771986302079253;0,8034316530890866;0,865977907431479;0,8915226273917133;0,9396205034240558;0,8221555185959667;0,9326053169029578;0,9339729874310332;0,8523545781595604;0,9546725906216799;0,8250910763853758;0,89155436507843;0,8442235346453391;0,8841787383348597;0,8345649864051005;0,96309131750106;0,8718118459950804;0,9270797723778504;0,9103661549444296;0,9530148643308171;0,8187948585067448;0,7195126948724571;0,9408350918566412;0,8446446357015419;0,897733875845179;0,8807662096048435;0,7670081041266404;0,8177045985039799
